address	type	comment
1000ea00	PLATE	Library Function - Single Match\n _strncpy\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release
1000f256	PLATE	Library Function - Single Match\n ___add_12\n\nLibrary: Visual Studio 2003 Release
10011000	PRE	409  HeapAlloc  <<not bound>>
10011004	PRE	392  GlobalFree  <<not bound>>
10011008	PRE	415  HeapFree  <<not bound>>
1001100c	PRE	318  GetProcAddress  <<not bound>>
10011010	PRE	699  VirtualAlloc  <<not bound>>
10011014	PRE	277  GetFileType  <<not bound>>
10011018	PRE	735  WriteFile  <<not bound>>
1001101c	PRE	621  SetHandleCount  <<not bound>>
10011020	PRE	27  CloseHandle  <<not bound>>
10011024	PRE	523  RaiseException  <<not bound>>
10011028	PRE	636  SetStdHandle  <<not bound>>
1001102c	PRE	448  LCMapStringW  <<not bound>>
10011030	PRE	447  LCMapStringA  <<not bound>>
10011034	PRE	342  GetStringTypeW  <<not bound>>
10011038	PRE	339  GetStringTypeA  <<not bound>>
1001103c	PRE	484  MultiByteToWideChar  <<not bound>>
10011040	PRE	170  FlushFileBuffers  <<not bound>>
10011044	PRE	450  LoadLibraryA  <<not bound>>
10011048	PRE	305  GetOEMCP  <<not bound>>
1001104c	PRE	185  GetACP  <<not bound>>
10011050	PRE	191  GetCPInfo  <<not bound>>
10011054	PRE	618  SetFilePointer  <<not bound>>
10011058	PRE	434  IsBadCodePtr  <<not bound>>
1001105c	PRE	437  IsBadReadPtr  <<not bound>>
10011060	PRE	651  SetUnhandledExceptionFilter  <<not bound>>
10011064	PRE	432  InterlockedIncrement  <<not bound>>
10011068	PRE	429  InterlockedDecrement  <<not bound>>
1001106c	PRE	440  IsBadWritePtr  <<not bound>>
10011070	PRE	418  HeapReAlloc  <<not bound>>
10011074	PRE	202  GetCommandLineA  <<not bound>>
10011078	PRE	338  GetStdHandle  <<not bound>>
1001107c	PRE	703  VirtualFree  <<not bound>>
10011080	PRE	411  HeapCreate  <<not bound>>
10011084	PRE	413  HeapDestroy  <<not bound>>
10011088	PRE	373  GetVersionExA  <<not bound>>
1001108c	PRE	265  GetEnvironmentVariableA  <<not bound>>
10011090	PRE	264  GetEnvironmentStringsW  <<not bound>>
10011094	PRE	262  GetEnvironmentStrings  <<not bound>>
10011098	PRE	722  WideCharToMultiByte  <<not bound>>
1001109c	PRE	179  FreeEnvironmentStringsW  <<not bound>>
100110a0	PRE	178  FreeEnvironmentStringsA  <<not bound>>
100110a4	PRE	292  GetModuleFileNameA  <<not bound>>
100110a8	PRE	336  GetStartupInfoA  <<not bound>>
100110ac	PRE	559  RtlUnwind  <<not bound>>
100110b0	PRE	125  ExitProcess  <<not bound>>
100110b4	PRE	670  TerminateProcess  <<not bound>>
100110b8	PRE	247  GetCurrentProcess  <<not bound>>
100110bc	PRE	677  TlsSetValue  <<not bound>>
100110c0	PRE	372  GetVersion  <<not bound>>
100110c4	PRE	102  EnterCriticalSection  <<not bound>>
100110c8	PRE	449  LeaveCriticalSection  <<not bound>>
100110cc	PRE	385  GlobalAlloc  <<not bound>>
100110d0	PRE	675  TlsFree  <<not bound>>
100110d4	PRE	625  SetLastError  <<not bound>>
100110d8	PRE	294  GetModuleHandleA  <<not bound>>
100110dc	PRE	250  GetCurrentThreadId  <<not bound>>
100110e0	PRE	676  TlsGetValue  <<not bound>>
100110e4	PRE	674  TlsAlloc  <<not bound>>
100110e8	PRE	426  InitializeCriticalSection  <<not bound>>
100110ec	PRE	282  GetLastError  <<not bound>>
100110f0	PRE	85  DeleteCriticalSection  <<not bound>>
100110f8	PRE	89  CreateWindowExA  <<not bound>>
100110fc	PRE	657  UpdateWindow  <<not bound>>
10011100	PRE	614  ShowCursor  <<not bound>>
10011104	PRE	142  DestroyWindow  <<not bound>>
10011108	PRE	560  SetForegroundWindow  <<not bound>>
1001110c	PRE	618  ShowWindow  <<not bound>>
10011114	PRE	56  _grRenderBuffer@4  <<not bound>>
10011118	PRE	82  _grTexDownloadMipMap@16  <<not bound>>
1001111c	PRE	90  _grTexMinAddress@4  <<not bound>>
10011120	PRE	89  _grTexMaxAddress@4  <<not bound>>
10011124	PRE	46  _grGlideShutdown@0  <<not bound>>
10011128	PRE	65  _grSstQueryBoards@4  <<not bound>>
1001112c	PRE	43  _grGlideInit@0  <<not bound>>
10011130	PRE	66  _grSstQueryHardware@4  <<not bound>>
10011134	PRE	51  _grLfbReadRegion@28  <<not bound>>
10011138	PRE	95  _grTexSource@16  <<not bound>>
1001113c	PRE	34  _grDrawPolygonVertexList@8  <<not bound>>
10011140	PRE	2  _grAADrawPoint@4  <<not bound>>
10011144	PRE	32  _grDrawPoint@4  <<not bound>>
10011148	PRE	1  _grAADrawLine@8  <<not bound>>
1001114c	PRE	35  _grDrawTriangle@12  <<not bound>>
10011150	PRE	75  _grSstWinClose@0  <<not bound>>
10011154	PRE	13  _grBufferSwap@4  <<not bound>>
10011158	PRE	61  _grSstIdle@0  <<not bound>>
1001115c	PRE	11  _grBufferClear@12  <<not bound>>
10011160	PRE	70  _grSstSelect@4  <<not bound>>
10011164	PRE	76  _grSstWinOpen@28  <<not bound>>
10011168	PRE	36  _grErrorSetCallback@4  <<not bound>>
1001116c	PRE	27  _grDisableAllEffects@0  <<not bound>>
10011170	PRE	47  _grHints@8  <<not bound>>
10011174	PRE	22  _grCullMode@4  <<not bound>>
10011178	PRE	25  _grDepthBufferMode@4  <<not bound>>
1001117c	PRE	24  _grDepthBufferFunction@4  <<not bound>>
10011180	PRE	26  _grDepthMask@4  <<not bound>>
10011184	PRE	38  _grFogMode@4  <<not bound>>
10011188	PRE	41  _grGlideGetState@4  <<not bound>>
1001118c	PRE	6  _grAlphaBlendFunction@16  <<not bound>>
10011190	PRE	18  _grColorCombine@20  <<not bound>>
10011194	PRE	21  _grConstantColorValue@4  <<not bound>>
10011198	PRE	7  _grAlphaCombine@20  <<not bound>>
1001119c	PRE	37  _grFogColorValue@4  <<not bound>>
100111a0	PRE	79  _grTexCombine@28  <<not bound>>
100111a4	PRE	9  _grAlphaTestFunction@4  <<not bound>>
100111a8	PRE	10  _grAlphaTestReferenceValue@4  <<not bound>>
100111ac	PRE	87  _grTexFilterMode@12  <<not bound>>
100111b0	PRE	91  _grTexMipMapMode@12  <<not bound>>
100111b4	PRE	78  _grTexClampMode@12  <<not bound>>
100111b8	PRE	15  _grChromakeyMode@4  <<not bound>>
100111bc	PRE	16  _grChromakeyValue@4  <<not bound>>
100111c0	PRE	85  _grTexDownloadTable@12  <<not bound>>
100111c4	PRE	44  _grGlideSetState@4  <<not bound>>
100111c8	PRE	77  _grTexCalcMemRequired@16  <<not bound>>
100111cc	PRE	17  _grClipWindow@16  <<not bound>>
10011b48	PLATE	IMAGE_IMPORT_DESCRIPTOR
10011b5c	PLATE	IMAGE_IMPORT_DESCRIPTOR
10011b70	PLATE	IMAGE_IMPORT_DESCRIPTOR
10011b98	EOL	IMAGE_THUNK_DATA32
10011b9c	EOL	IMAGE_THUNK_DATA32
10011ba0	EOL	IMAGE_THUNK_DATA32
10011ba4	EOL	IMAGE_THUNK_DATA32
10011ba8	EOL	IMAGE_THUNK_DATA32
10011bac	EOL	IMAGE_THUNK_DATA32
10011bb0	EOL	IMAGE_THUNK_DATA32
10011bb4	EOL	IMAGE_THUNK_DATA32
10011bb8	EOL	IMAGE_THUNK_DATA32
10011bbc	EOL	IMAGE_THUNK_DATA32
10011bc0	EOL	IMAGE_THUNK_DATA32
10011bc4	EOL	IMAGE_THUNK_DATA32
10011bc8	EOL	IMAGE_THUNK_DATA32
10011bcc	EOL	IMAGE_THUNK_DATA32
10011bd0	EOL	IMAGE_THUNK_DATA32
10011bd4	EOL	IMAGE_THUNK_DATA32
10011bd8	EOL	IMAGE_THUNK_DATA32
10011bdc	EOL	IMAGE_THUNK_DATA32
10011be0	EOL	IMAGE_THUNK_DATA32
10011be4	EOL	IMAGE_THUNK_DATA32
10011be8	EOL	IMAGE_THUNK_DATA32
10011bec	EOL	IMAGE_THUNK_DATA32
10011bf0	EOL	IMAGE_THUNK_DATA32
10011bf4	EOL	IMAGE_THUNK_DATA32
10011bf8	EOL	IMAGE_THUNK_DATA32
10011bfc	EOL	IMAGE_THUNK_DATA32
10011c00	EOL	IMAGE_THUNK_DATA32
10011c04	EOL	IMAGE_THUNK_DATA32
10011c08	EOL	IMAGE_THUNK_DATA32
10011c0c	EOL	IMAGE_THUNK_DATA32
10011c10	EOL	IMAGE_THUNK_DATA32
10011c14	EOL	IMAGE_THUNK_DATA32
10011c18	EOL	IMAGE_THUNK_DATA32
10011c1c	EOL	IMAGE_THUNK_DATA32
10011c20	EOL	IMAGE_THUNK_DATA32
10011c24	EOL	IMAGE_THUNK_DATA32
10011c28	EOL	IMAGE_THUNK_DATA32
10011c2c	EOL	IMAGE_THUNK_DATA32
10011c30	EOL	IMAGE_THUNK_DATA32
10011c34	EOL	IMAGE_THUNK_DATA32
10011c38	EOL	IMAGE_THUNK_DATA32
10011c3c	EOL	IMAGE_THUNK_DATA32
10011c40	EOL	IMAGE_THUNK_DATA32
10011c44	EOL	IMAGE_THUNK_DATA32
10011c48	EOL	IMAGE_THUNK_DATA32
10011c4c	EOL	IMAGE_THUNK_DATA32
10011c50	EOL	IMAGE_THUNK_DATA32
10011c54	EOL	IMAGE_THUNK_DATA32
10011c58	EOL	IMAGE_THUNK_DATA32
10011c5c	EOL	IMAGE_THUNK_DATA32
10011c60	EOL	IMAGE_THUNK_DATA32
10011c64	EOL	IMAGE_THUNK_DATA32
10011c68	EOL	IMAGE_THUNK_DATA32
10011c6c	EOL	IMAGE_THUNK_DATA32
10011c70	EOL	IMAGE_THUNK_DATA32
10011c74	EOL	IMAGE_THUNK_DATA32
10011c78	EOL	IMAGE_THUNK_DATA32
10011c7c	EOL	IMAGE_THUNK_DATA32
10011c80	EOL	IMAGE_THUNK_DATA32
10011c84	EOL	IMAGE_THUNK_DATA32
10011c88	EOL	IMAGE_THUNK_DATA32
10011c90	EOL	IMAGE_THUNK_DATA32
10011c94	EOL	IMAGE_THUNK_DATA32
10011c98	EOL	IMAGE_THUNK_DATA32
10011c9c	EOL	IMAGE_THUNK_DATA32
10011ca0	EOL	IMAGE_THUNK_DATA32
10011ca4	EOL	IMAGE_THUNK_DATA32
10011cac	EOL	IMAGE_THUNK_DATA32
10011cb0	EOL	IMAGE_THUNK_DATA32
10011cb4	EOL	IMAGE_THUNK_DATA32
10011cb8	EOL	IMAGE_THUNK_DATA32
10011cbc	EOL	IMAGE_THUNK_DATA32
10011cc0	EOL	IMAGE_THUNK_DATA32
10011cc4	EOL	IMAGE_THUNK_DATA32
10011cc8	EOL	IMAGE_THUNK_DATA32
10011ccc	EOL	IMAGE_THUNK_DATA32
10011cd0	EOL	IMAGE_THUNK_DATA32
10011cd4	EOL	IMAGE_THUNK_DATA32
10011cd8	EOL	IMAGE_THUNK_DATA32
10011cdc	EOL	IMAGE_THUNK_DATA32
10011ce0	EOL	IMAGE_THUNK_DATA32
10011ce4	EOL	IMAGE_THUNK_DATA32
10011ce8	EOL	IMAGE_THUNK_DATA32
10011cec	EOL	IMAGE_THUNK_DATA32
10011cf0	EOL	IMAGE_THUNK_DATA32
10011cf4	EOL	IMAGE_THUNK_DATA32
10011cf8	EOL	IMAGE_THUNK_DATA32
10011cfc	EOL	IMAGE_THUNK_DATA32
10011d00	EOL	IMAGE_THUNK_DATA32
10011d04	EOL	IMAGE_THUNK_DATA32
10011d08	EOL	IMAGE_THUNK_DATA32
10011d0c	EOL	IMAGE_THUNK_DATA32
10011d10	EOL	IMAGE_THUNK_DATA32
10011d14	EOL	IMAGE_THUNK_DATA32
10011d18	EOL	IMAGE_THUNK_DATA32
10011d1c	EOL	IMAGE_THUNK_DATA32
10011d20	EOL	IMAGE_THUNK_DATA32
10011d24	EOL	IMAGE_THUNK_DATA32
10011d28	EOL	IMAGE_THUNK_DATA32
10011d2c	EOL	IMAGE_THUNK_DATA32
10011d30	EOL	IMAGE_THUNK_DATA32
10011d34	EOL	IMAGE_THUNK_DATA32
10011d38	EOL	IMAGE_THUNK_DATA32
10011d3c	EOL	IMAGE_THUNK_DATA32
10011d40	EOL	IMAGE_THUNK_DATA32
10011d44	EOL	IMAGE_THUNK_DATA32
10011d48	EOL	IMAGE_THUNK_DATA32
10011d4c	EOL	IMAGE_THUNK_DATA32
10011d50	EOL	IMAGE_THUNK_DATA32
10011d54	EOL	IMAGE_THUNK_DATA32
10011d58	EOL	IMAGE_THUNK_DATA32
10011d5c	EOL	IMAGE_THUNK_DATA32
10011d60	EOL	IMAGE_THUNK_DATA32
10011d64	EOL	IMAGE_THUNK_DATA32
10011d6c	PLATE	IMAGE_IMPORT_BY_NAME
10011d7a	PLATE	IMAGE_IMPORT_BY_NAME
10011d88	PLATE	IMAGE_IMPORT_DESCRIPTOR - DLL NAME
10011d96	PLATE	IMAGE_IMPORT_BY_NAME
10011da6	PLATE	IMAGE_IMPORT_BY_NAME
10011db4	PLATE	IMAGE_IMPORT_BY_NAME
10011dc6	PLATE	IMAGE_IMPORT_BY_NAME
10011dd4	PLATE	IMAGE_IMPORT_BY_NAME
10011dea	PLATE	IMAGE_IMPORT_BY_NAME
10011dfa	PLATE	IMAGE_IMPORT_DESCRIPTOR - DLL NAME
10011e06	PLATE	IMAGE_IMPORT_BY_NAME
10011e1a	PLATE	IMAGE_IMPORT_BY_NAME
10011e36	PLATE	IMAGE_IMPORT_BY_NAME
10011e4c	PLATE	IMAGE_IMPORT_BY_NAME
10011e66	PLATE	IMAGE_IMPORT_BY_NAME
10011e7c	PLATE	IMAGE_IMPORT_BY_NAME
10011e92	PLATE	IMAGE_IMPORT_BY_NAME
10011ea8	PLATE	IMAGE_IMPORT_BY_NAME
10011ebe	PLATE	IMAGE_IMPORT_BY_NAME
10011ed4	PLATE	IMAGE_IMPORT_BY_NAME
10011ef4	PLATE	IMAGE_IMPORT_BY_NAME
10011f0e	PLATE	IMAGE_IMPORT_BY_NAME
10011f22	PLATE	IMAGE_IMPORT_BY_NAME
10011f38	PLATE	IMAGE_IMPORT_BY_NAME
10011f4e	PLATE	IMAGE_IMPORT_BY_NAME
10011f68	PLATE	IMAGE_IMPORT_BY_NAME
10011f7e	PLATE	IMAGE_IMPORT_BY_NAME
10011f9a	PLATE	IMAGE_IMPORT_BY_NAME
10011fb0	PLATE	IMAGE_IMPORT_BY_NAME
10011fc0	PLATE	IMAGE_IMPORT_BY_NAME
10011fd2	PLATE	IMAGE_IMPORT_BY_NAME
10011fee	PLATE	IMAGE_IMPORT_BY_NAME
10012006	PLATE	IMAGE_IMPORT_BY_NAME
10012016	PLATE	IMAGE_IMPORT_BY_NAME
1001202a	PLATE	IMAGE_IMPORT_BY_NAME
10012038	PLATE	IMAGE_IMPORT_BY_NAME
10012052	PLATE	IMAGE_IMPORT_BY_NAME
1001206a	PLATE	IMAGE_IMPORT_BY_NAME
1001207e	PLATE	IMAGE_IMPORT_BY_NAME
10012090	PLATE	IMAGE_IMPORT_BY_NAME
100120a4	PLATE	IMAGE_IMPORT_BY_NAME
100120b4	PLATE	IMAGE_IMPORT_BY_NAME
100120c6	PLATE	IMAGE_IMPORT_BY_NAME
100120da	PLATE	IMAGE_IMPORT_BY_NAME
100120f0	PLATE	IMAGE_IMPORT_BY_NAME
10012102	PLATE	IMAGE_IMPORT_BY_NAME
10012114	PLATE	IMAGE_IMPORT_BY_NAME
10012128	PLATE	IMAGE_IMPORT_BY_NAME
10012146	PLATE	IMAGE_IMPORT_BY_NAME
10012158	PLATE	IMAGE_IMPORT_BY_NAME
1001216e	PLATE	IMAGE_IMPORT_BY_NAME
10012186	PLATE	IMAGE_IMPORT_BY_NAME
10012198	PLATE	IMAGE_IMPORT_BY_NAME
100121ae	PLATE	IMAGE_IMPORT_BY_NAME
100121c4	PLATE	IMAGE_IMPORT_BY_NAME
100121da	PLATE	IMAGE_IMPORT_BY_NAME
100121f0	PLATE	IMAGE_IMPORT_BY_NAME
1001220a	PLATE	IMAGE_IMPORT_DESCRIPTOR - DLL NAME
10012216	PLATE	IMAGE_IMPORT_BY_NAME
10012222	PLATE	IMAGE_IMPORT_BY_NAME
10012230	PLATE	IMAGE_IMPORT_BY_NAME
10012244	PLATE	IMAGE_IMPORT_BY_NAME
10012258	PLATE	IMAGE_IMPORT_BY_NAME
1001226a	PLATE	IMAGE_IMPORT_BY_NAME
10012278	PLATE	IMAGE_IMPORT_BY_NAME
10012290	PLATE	IMAGE_IMPORT_BY_NAME
100122a8	PLATE	IMAGE_IMPORT_BY_NAME
100122b4	PLATE	IMAGE_IMPORT_BY_NAME
100122c0	PLATE	IMAGE_IMPORT_BY_NAME
100122d2	PLATE	IMAGE_IMPORT_BY_NAME
100122e6	PLATE	IMAGE_IMPORT_BY_NAME
100122fc	PLATE	IMAGE_IMPORT_BY_NAME
1001230a	PLATE	IMAGE_IMPORT_BY_NAME
10012316	PLATE	IMAGE_IMPORT_BY_NAME
10012320	PLATE	IMAGE_IMPORT_BY_NAME
10012330	PLATE	IMAGE_IMPORT_BY_NAME
1001233e	PLATE	IMAGE_IMPORT_BY_NAME
1001234e	PLATE	IMAGE_IMPORT_BY_NAME
1001236a	PLATE	IMAGE_IMPORT_BY_NAME
10012382	PLATE	IMAGE_IMPORT_BY_NAME
10012394	PLATE	IMAGE_IMPORT_BY_NAME
100123a4	PLATE	IMAGE_IMPORT_BY_NAME
100123b2	PLATE	IMAGE_IMPORT_BY_NAME
100123c4	PLATE	IMAGE_IMPORT_BY_NAME
100123da	PLATE	IMAGE_IMPORT_BY_NAME
100123f4	PLATE	IMAGE_IMPORT_BY_NAME
1001240e	PLATE	IMAGE_IMPORT_BY_NAME
10012424	PLATE	IMAGE_IMPORT_BY_NAME
1001243c	PLATE	IMAGE_IMPORT_BY_NAME
10012456	PLATE	IMAGE_IMPORT_BY_NAME
10012470	PLATE	IMAGE_IMPORT_BY_NAME
10012480	PLATE	IMAGE_IMPORT_BY_NAME
1001248e	PLATE	IMAGE_IMPORT_BY_NAME
1001249c	PLATE	IMAGE_IMPORT_BY_NAME
100124aa	PLATE	IMAGE_IMPORT_BY_NAME
100124b6	PLATE	IMAGE_IMPORT_BY_NAME
100124c6	PLATE	IMAGE_IMPORT_BY_NAME
100124d4	PLATE	IMAGE_IMPORT_BY_NAME
100124e4	PLATE	IMAGE_IMPORT_BY_NAME
100124fc	PLATE	IMAGE_IMPORT_BY_NAME
10012514	PLATE	IMAGE_IMPORT_BY_NAME
10012532	PLATE	IMAGE_IMPORT_BY_NAME
10012542	PLATE	IMAGE_IMPORT_BY_NAME
10012552	PLATE	IMAGE_IMPORT_BY_NAME
10012564	PLATE	IMAGE_IMPORT_BY_NAME
10012570	PLATE	IMAGE_IMPORT_BY_NAME
1001257a	PLATE	IMAGE_IMPORT_BY_NAME
10012586	PLATE	IMAGE_IMPORT_BY_NAME
10012596	PLATE	IMAGE_IMPORT_BY_NAME
100125aa	PLATE	IMAGE_IMPORT_BY_NAME
100125c0	PLATE	IMAGE_IMPORT_BY_NAME
100125d2	PLATE	IMAGE_IMPORT_BY_NAME
100125e4	PLATE	IMAGE_IMPORT_BY_NAME
100125f4	PLATE	IMAGE_IMPORT_BY_NAME
10012604	PLATE	IMAGE_IMPORT_BY_NAME
10012614	PLATE	IMAGE_IMPORT_BY_NAME
10012626	PLATE	IMAGE_IMPORT_BY_NAME
10012668	PLATE	Export Function Pointers
10012678	PLATE	Export Name Pointers
10012688	PLATE	Export Ordinal Values
10012690	PLATE	Export Library Name
